idpicto,lemma,synset,synset2,relation,head,headrel,dependent,deprel,antonym,number,lemma_plural,disable
31939,déprimé_2,fre-30-00703615-a,00707060-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,déprimé_2,fre-30-00153898-a,00155165-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,déprimé_2,fre-30-01361863-a,01364779-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,déprimé_2,fre-30-01149494-a,01152997-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,déprimé_2,fre-30-00909363-a,00912446-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,malheureux_2,fre-30-00153898-a,00155165-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,malheureux_2,fre-30-01361863-a,01364779-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,malheureux_2,fre-30-01149494-a,01152997-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,malheureux_2,fre-30-00909363-a,00912446-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,malheureux_2,fre-30-00703615-a,00707060-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,triste_3,fre-30-01361863-a,01364779-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,triste_3,fre-30-01149494-a,01152997-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,triste_3,fre-30-00909363-a,00912446-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,triste_3,fre-30-00703615-a,00707060-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31939,triste_3,fre-30-00153898-a,00155165-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
31941,plaque_dentaire,fre-30-05244239-n,05251582-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31941,plaque_dentaire,fre-30-09454925-n,09478055-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31941,tartre,fre-30-09454925-n,09478055-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31941,tartre,fre-30-05244239-n,05251582-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31943,kinésithérapeute_3,fre-30-10427764-n,10447528-n,synonym,\N,\N,\N,\N,\N,\N,kinésithérapeutes,\
31945,bras_en_croix_5,fre-30-00433802-n,00434742-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31945,bras_en_croix_5,fre-30-00099721-v,00099475-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31945,bras_tendus_3,fre-30-00433802-n,00434742-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31945,bras_tendus_3,fre-30-00099721-v,00099475-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31945,éducation_physique,fre-30-00099721-v,00099475-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31945,éducation_physique,fre-30-00433802-n,00434742-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,appuyer_sur_la_sonnette_2,fre-30-00792304-v,00793966-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,appuyer_sur_la_sonnette_2,fre-30-01447257-v,01449876-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,appuyer_sur_la_sonnette_2,fre-30-00872414-v,00874096-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,presser_la_sonnette,fre-30-00872414-v,00874096-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,presser_la_sonnette,fre-30-00792304-v,00793966-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,presser_la_sonnette,fre-30-01447257-v,01449876-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,sonner_5,fre-30-01447257-v,01449876-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,sonner_5,fre-30-00872414-v,00874096-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31947,sonner_5,fre-30-00792304-v,00793966-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31949,marche_interdite,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31949,marche_interdite,fre-30-07212874-n,07227534-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31949,marche_interdite,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,interdiction_d'aller_aux_toilettes,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,interdiction_d'aller_aux_toilettes,fre-30-06793426-n,06806283-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,interdiction_d'aller_aux_toilettes,fre-30-07212874-n,07227534-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,interdiction_d'aller_aux_toilettes,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_toilettes,fre-30-07212874-n,07227534-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_toilettes,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_toilettes,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_toilettes,fre-30-06793426-n,06806283-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_WC,fre-30-06793426-n,06806283-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_WC,fre-30-07212874-n,07227534-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_WC,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,ne_pas_aller_aux_WC,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,passage_aux_toilettes_interdit,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,passage_aux_toilettes_interdit,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,passage_aux_toilettes_interdit,fre-30-06793426-n,06806283-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31951,passage_aux_toilettes_interdit,fre-30-07212874-n,07227534-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31953,changer_2,fre-30-02257370-v,02262178-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31953,échanger_2,fre-30-02257370-v,02262178-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31955,changement,fre-30-01109467-n,01111372-n,synonym,\N,\N,\N,\N,\N,\N,changements,\
31955,échange_2,fre-30-01109467-n,01111372-n,synonym,\N,\N,\N,\N,\N,\N,échanges,\
31957,puer_6,fre-30-02124106-v,02128571-v,synonym,\N,\N,\N,\N,\N,\N,\N,
31957,sentir_mauvais_7,fre-30-02124106-v,02128571-v,synonym,\N,\N,\N,\N,\N,\N,\N,
31959,accoucher_2,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,accoucher_2,fre-30-01447632-v,01450251-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,accoucher_2,fre-30-00056930-v,00056644-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,accoucher_2,fre-30-00057506-v,00057220-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,donner_naissance_2,fre-30-00057506-v,00057220-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,donner_naissance_2,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,donner_naissance_2,fre-30-01447632-v,01450251-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,donner_naissance_2,fre-30-00056930-v,00056644-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,pousser_11,fre-30-00056930-v,00056644-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,pousser_11,fre-30-00057506-v,00057220-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,pousser_11,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31959,pousser_11,fre-30-01447632-v,01450251-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31961,interdiction_de_mouiller_le_cordon_ombilical,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31961,interdiction_de_mouiller_le_cordon_ombilical,fre-30-07212874-n,07227534-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31961,interdiction_de_mouiller_le_cordon_ombilical,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31963,salle_d'accouchement,fre-30-03730494-n,03735985-n,synonym,\N,\N,\N,\N,\N,\N,salles_d'accouchement,\
31965,interdiction_d'utiliser_des_tampons,fre-30-01761375-a,01765887-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31965,interdiction_d'utiliser_des_tampons,fre-30-04388162-n,04395249-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31965,interdiction_d'utiliser_des_tampons,fre-30-00201923-n,00202772-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31967,bureau_d'information_des_usagers,fre-30-03841666-n,03847186-n,synonym,\N,\N,\N,\N,\N,\N,bureaux_d'information_des_usagers,\
31967,bureau_d'information_des_usagers,fre-30-08064523-n,08081359-n,synonym,\N,\N,\N,\N,\N,\N,bureaux_d'information_des_usagers,\
31967,bureau_d'information_des_usagers,fre-30-10405694-n,10425439-n,synonym,\N,\N,\N,\N,\N,\N,bureaux_d'information_des_usagers,\
31967,bureau_d'information_des_usagers,fre-30-10205985-n,10225604-n,synonym,\N,\N,\N,\N,\N,\N,bureaux_d'information_des_usagers,\
31967,service_de_défense_des_patients,fre-30-10205985-n,10225604-n,synonym,\N,\N,\N,\N,\N,\N,services_de_défense_des_patients,\
31967,service_de_défense_des_patients,fre-30-03841666-n,03847186-n,synonym,\N,\N,\N,\N,\N,\N,services_de_défense_des_patients,\
31967,service_de_défense_des_patients,fre-30-08064523-n,08081359-n,synonym,\N,\N,\N,\N,\N,\N,services_de_défense_des_patients,\
31967,service_de_défense_des_patients,fre-30-10405694-n,10425439-n,synonym,\N,\N,\N,\N,\N,\N,services_de_défense_des_patients,\
31969,injection_intramusculaire,fre-30-00094053-r,00094603-r,synonym,\N,\N,\N,\N,\N,\N,injections_intramusculaires,\
31969,injection_intramusculaire,fre-30-00323056-n,00323882-n,synonym,\N,\N,\N,\N,\N,\N,injections_intramusculaires,\
31969,injection_intramusculaire,fre-30-00664110-n,00665353-n,synonym,\N,\N,\N,\N,\N,\N,injections_intramusculaires,\
31969,injection_intramusculaire,fre-30-03740161-n,03745652-n,synonym,\N,\N,\N,\N,\N,\N,injections_intramusculaires,\
31969,injection_intramusculaire,fre-30-02882838-a,02894142-a,synonym,\N,\N,\N,\N,\N,\N,injections_intramusculaires,\
31969,intramusculaire,fre-30-00323056-n,00323882-n,synonym,\N,\N,\N,\N,\N,\N,intramusculaires,\
31969,intramusculaire,fre-30-00664110-n,00665353-n,synonym,\N,\N,\N,\N,\N,\N,intramusculaires,\
31969,intramusculaire,fre-30-03740161-n,03745652-n,synonym,\N,\N,\N,\N,\N,\N,intramusculaires,\
31969,intramusculaire,fre-30-02882838-a,02894142-a,synonym,\N,\N,\N,\N,\N,\N,intramusculaires,\
31969,intramusculaire,fre-30-00094053-r,00094603-r,synonym,\N,\N,\N,\N,\N,\N,intramusculaires,\
31971,gourmand_2,fre-30-07486055-n,07501195-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,acquiescer_2,fre-30-01011725-v,01013752-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,acquiescer_2,fre-30-00512790-r,00515323-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,acquiescer_2,fre-30-07203900-n,07218560-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,acquiescer_2,fre-30-01011031-v,01013058-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,affirmer_2,fre-30-00512790-r,00515323-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,affirmer_2,fre-30-07203900-n,07218560-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,affirmer_2,fre-30-01011031-v,01013058-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,affirmer_2,fre-30-01011725-v,01013752-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,oui_3,fre-30-07203900-n,07218560-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,oui_3,fre-30-01011031-v,01013058-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,oui_3,fre-30-01011725-v,01013752-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31973,oui_3,fre-30-00512790-r,00515323-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
31975,être_conscient,fre-30-00591115-v,00592510-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31975,prendre_conscience_2,fre-30-00591115-v,00592510-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31977,amusant_4,fre-30-01265308-a,01268418-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31977,comique,fre-30-01265308-a,01268418-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31977,drôle_2,fre-30-01265308-a,01268418-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31979,réservoir_3,fre-30-04078574-n,04085686-n,synonym,\N,\N,\N,\N,\N,\N,réservoirs,\
31979,réservoir_3,fre-30-03079741-n,03083745-n,synonym,\N,\N,\N,\N,\N,\N,réservoirs,\
31981,serviette_hygiénique_2,fre-30-04135315-n,04142398-n,synonym,\N,\N,\N,\N,\N,\N,serviettes_hygiéniques,\
31981,serviette_périodique_2,fre-30-04135315-n,04142398-n,synonym,\N,\N,\N,\N,\N,\N,serviettes_périodiques,\
31983,égalité_sociale,fre-30-02798370-a,02809193-a,synonym,\N,\N,\N,\N,\N,\N,égalités_sociales,\
31983,égalité_sociale,fre-30-04850117-n,04857348-n,synonym,\N,\N,\N,\N,\N,\N,égalités_sociales,\
31983,équité_sociale,fre-30-02798370-a,02809193-a,synonym,\N,\N,\N,\N,\N,\N,équités_sociales,\
31983,équité_sociale,fre-30-04850117-n,04857348-n,synonym,\N,\N,\N,\N,\N,\N,équités_sociales,\
31983,justice_sociale,fre-30-04850117-n,04857348-n,synonym,\N,\N,\N,\N,\N,\N,justices_sociales,\
31983,justice_sociale,fre-30-02798370-a,02809193-a,synonym,\N,\N,\N,\N,\N,\N,justices_sociales,\
31985,enseignement_professionnel,fre-30-05757902-n,05765899-n,synonym,\N,\N,\N,\N,\N,\N,enseignements_professionnels,\
31985,enseignement_technique,fre-30-05757902-n,05765899-n,synonym,\N,\N,\N,\N,\N,\N,enseignements_techniques,\
31985,formation_professionnelle_2,fre-30-05757902-n,05765899-n,synonym,\N,\N,\N,\N,\N,\N,formations_professionnelles,\
31985,qualification_professionnelle,fre-30-05757902-n,05765899-n,synonym,\N,\N,\N,\N,\N,\N,qualifications_professionnelles,\
31987,allergie_4,fre-30-14532816-n,14556418-n,synonym,\N,\N,\N,\N,\N,\N,allergies,\
31989,salle_d'opération_2,fre-30-03850245-n,03855765-n,synonym,\N,\N,\N,\N,\N,\N,salles_d'opération,\
31991,savonner_le_visage_3,fre-30-01536168-v,01538956-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31991,savonner_le_visage_3,fre-30-00036362-v,00036355-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31991,se_savonner_le_visage_3,fre-30-00036362-v,00036355-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31991,se_savonner_le_visage_3,fre-30-01536168-v,01538956-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31993,tachycardie,fre-30-14363027-n,14386432-n,synonym,\N,\N,\N,\N,\N,\N,tachycardie,\
31995,amoureux_9,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31995,amoureux_9,fre-30-10537822-n,10557379-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31995,romantique_3,fre-30-10537822-n,10557379-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
31995,romantique_3,fre-30-01465668-a,01468558-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
31997,baccalauréat,fre-30-06698252-n,06711015-n,synonym,\N,\N,\N,\N,\N,\N,baccalauréats,\
31997,baccalauréat,fre-30-08409617-n,08426574-n,synonym,\N,\N,\N,\N,\N,\N,baccalauréats,\
31997,enseignement_secondaire,fre-30-08409617-n,08426574-n,synonym,\N,\N,\N,\N,\N,\N,enseignements_secondaires,\
31997,enseignement_secondaire,fre-30-06698252-n,06711015-n,synonym,\N,\N,\N,\N,\N,\N,enseignements_secondaires,\
31997,lycée_2,fre-30-08409617-n,08426574-n,synonym,\N,\N,\N,\N,\N,\N,lycées,\
31997,lycée_2,fre-30-06698252-n,06711015-n,synonym,\N,\N,\N,\N,\N,\N,lycées,\
31999,passer_4,fre-30-02397637-v,02402779-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
31999,passer_au_niveau_supérieur,fre-30-02397637-v,02402779-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quel_cours_?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quel_cours_?,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quel_niveau_scolaire_?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quel_niveau_scolaire_?,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quelle_année_scolaire_?,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quelle_année_scolaire_?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quelle_classe_?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32001,quelle_classe_?,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quel_cours?,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quel_cours?,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quel_niveau_scolaire_?_2,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quel_niveau_scolaire_?_2,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quelle_année_scolaire_?_2,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quelle_année_scolaire_?_2,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quelle_classe_?_2,fre-30-07196682-n,07211342-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32002,quelle_classe_?_2,fre-30-05093890-n,05101152-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
32005,scotome_2,fre-30-14556203-n,14579795-n,synonym,\N,\N,\N,\N,\N,\N,scotomes,\
32007,au_milieu_2,fre-30-00498387-r,00500585-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
32007,au_milieu_2,fre-30-01014953-a,01018550-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
32007,au_milieu_2,fre-30-00250898-r,00252367-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
32007,central_2,fre-30-00250898-r,00252367-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
32007,central_2,fre-30-00498387-r,00500585-r,synonym,\N,\N,\N,\N,\N,\N,\N,\
32007,central_2,fre-30-01014953-a,01018550-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
32009,mutilation_9,fre-30-07433662-n,07448262-n,synonym,\N,\N,\N,\N,\N,\N,mutilations,\
32009,mutilation_9,fre-30-05514410-n,05522061-n,synonym,\N,\N,\N,\N,\N,\N,mutilations,\
32009,mutilation_féminine_6,fre-30-05514410-n,05522061-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_féminines,\
32009,mutilation_féminine_6,fre-30-07433662-n,07448262-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_féminines,\
32009,mutilation_génitale_8,fre-30-05514410-n,05522061-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_génitales,\
32009,mutilation_génitale_8,fre-30-07433662-n,07448262-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_génitales,\
32011,table_de_réanimation_néonatale,fre-30-13545036-n,13566239-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_néonatale,\
32011,table_de_réanimation_néonatale,fre-30-03567066-n,03572246-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_néonatale,\
32011,table_de_réanimation_néonatale,fre-30-03125729-n,03130380-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_néonatale,\
32011,table_de_réanimation_néonatale,fre-30-03508101-n,03513245-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_néonatale,\
32011,table_de_réanimation_nouveau-né,fre-30-03508101-n,03513245-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_nouveau-né,\
32011,table_de_réanimation_nouveau-né,fre-30-13545036-n,13566239-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_nouveau-né,\
32011,table_de_réanimation_nouveau-né,fre-30-03567066-n,03572246-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_nouveau-né,\
32011,table_de_réanimation_nouveau-né,fre-30-03125729-n,03130380-n,synonym,\N,\N,\N,\N,\N,\N,tables_de_réanimation_nouveau-né,\
32013,piquant_2,fre-30-02397732-a,02406317-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
32015,chanter_4,fre-30-01729431-v,01733312-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32017,hémorragie_vaginale,fre-30-00074834-v,00074587-v,synonym,\N,\N,\N,\N,\N,\N,hémorragies_vaginales,\
32017,pertes_de_sang,fre-30-00074834-v,00074587-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32019,accouchement_4,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,accouchements,\
32019,travail_6,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,travaux,\
32020,césarienne,fre-30-00185778-n,00186627-n,synonym,\N,\N,\N,\N,\N,\N,césariennes,\
32021,accouchement_5,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,accouchement,\
32021,accouchement_5,fre-30-00056930-v,00056644-v,synonym,\N,\N,\N,\N,\N,\N,accouchement,\
32021,accouchement_5,fre-30-00057506-v,00057220-v,synonym,\N,\N,\N,\N,\N,\N,accouchement,\
32021,travail_7,fre-30-00057506-v,00057220-v,synonym,\N,\N,\N,\N,\N,\N,travaux,\
32021,travail_7,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,travaux,\
32021,travail_7,fre-30-00056930-v,00056644-v,synonym,\N,\N,\N,\N,\N,\N,travaux,\
32022,accouchement_6,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,accouchements,\
32022,travail_8,fre-30-14048441-n,14071923-n,synonym,\N,\N,\N,\N,\N,\N,travaux,\
32027,allaiter_4,fre-30-01186428-v,01188961-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32027,allaiter_4,fre-30-02539223-a,02549967-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
32027,têter_6,fre-30-02539223-a,02549967-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
32027,têter_6,fre-30-01186428-v,01188961-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32028,allaiter_5,fre-30-01186428-v,01188961-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32028,allaiter_5,fre-30-02539223-a,02549967-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
32028,téter_2,fre-30-02539223-a,02549967-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
32028,téter_2,fre-30-01186428-v,01188961-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32029,tenir_le_sein,fre-30-01186428-v,01188961-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32029,tenir_le_sein,fre-30-02539223-a,02549967-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
32030,allaiter_6,fre-30-01186428-v,01188961-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
32030,allaiter_6,fre-30-02539223-a,02549967-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
32035,stérilet,fre-30-03096593-n,03101244-n,synonym,\N,\N,\N,\N,\N,\N,stérilets,\
32035,stérilet,fre-30-03582096-n,03587265-n,synonym,\N,\N,\N,\N,\N,\N,stérilets,\
32035,stérilet,fre-30-00852181-n,00853811-n,synonym,\N,\N,\N,\N,\N,\N,stérilets,\
32035,stérilet,fre-30-01887819-a,01893918-s,synonym,\N,\N,\N,\N,\N,\N,stérilets,\
32035,stérilet,fre-30-03096593-n,03101244-n,synonym,\N,\N,\N,\N,\N,\N,stérilets,\
32037,implant_contraceptif,fre-30-03096593-n,03101244-n,synonym,\N,\N,\N,\N,\N,\N,implants_contraceptifs,\
32037,implant_contraceptif,fre-30-03563710-n,03568890-n,synonym,\N,\N,\N,\N,\N,\N,implants_contraceptifs,\
32037,implant_contraceptif,fre-30-00852181-n,00853811-n,synonym,\N,\N,\N,\N,\N,\N,implants_contraceptifs,\
32037,implant_contraceptif,fre-30-01887819-a,01893918-s,synonym,\N,\N,\N,\N,\N,\N,implants_contraceptifs,\
32039,mutilation_10,fre-30-07433662-n,07448262-n,synonym,\N,\N,\N,\N,\N,\N,mutilations,\
32039,mutilation_10,fre-30-05514410-n,05522061-n,synonym,\N,\N,\N,\N,\N,\N,mutilations,\
32039,mutilation_féminine_7,fre-30-05514410-n,05522061-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_féminine,\
32039,mutilation_féminine_7,fre-30-07433662-n,07448262-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_féminine,\
32039,mutilation_génitale_9,fre-30-05514410-n,05522061-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_génitales,\
32039,mutilation_génitale_9,fre-30-07433662-n,07448262-n,synonym,\N,\N,\N,\N,\N,\N,mutilations_génitales,\
32041,pilule_2,fre-30-03936895-n,03943171-n,synonym,\N,\N,\N,\N,\N,\N,pilules,\
32041,pilule_2,fre-30-00852181-n,00853811-n,synonym,\N,\N,\N,\N,\N,\N,pilules,\
32041,pilule_2,fre-30-01887819-a,01893918-s,synonym,\N,\N,\N,\N,\N,\N,pilules,\
32041,pilule_2,fre-30-03096593-n,03101244-n,synonym,\N,\N,\N,\N,\N,\N,pilules,\
32041,pilule_contraceptive_2,fre-30-03096593-n,03101244-n,synonym,\N,\N,\N,\N,\N,\N,pilules_contraceptives,\
32041,pilule_contraceptive_2,fre-30-03936895-n,03943171-n,synonym,\N,\N,\N,\N,\N,\N,pilules_contraceptives,\
32041,pilule_contraceptive_2,fre-30-00852181-n,00853811-n,synonym,\N,\N,\N,\N,\N,\N,pilules_contraceptives,\
32041,pilule_contraceptive_2,fre-30-01887819-a,01893918-s,synonym,\N,\N,\N,\N,\N,\N,pilules_contraceptives,\
32043,contraceptif_injectable,fre-30-01887819-a,01893918-s,synonym,\N,\N,\N,\N,\N,\N,contraceptifs_injectables,\
32043,contraceptif_injectable,fre-30-03096593-n,03101244-n,synonym,\N,\N,\N,\N,\N,\N,contraceptifs_injectables,\
32043,contraceptif_injectable,fre-30-01317678-a,01320640-a,synonym,\N,\N,\N,\N,\N,\N,contraceptifs_injectables,\
